Statistic Label,Year,Fuel Type,County of Ownership,Type of Vehicle,Year of Registration,UNIT,VALUE
Average Kilometres Travelled,2023,Diesel,Co. Cork,Large PSVs,All years,Kilometres,28329
Average Kilometres Travelled,2023,Diesel,Co. Cork,Exempt vehicles,All years,Kilometres,14452
Average Kilometres Travelled,2023,Diesel,Co. Cork,Other vehicles,All years,Kilometres,6069
Average Kilometres Travelled,2023,Diesel,Co. Kerry,Private cars,All years,Kilometres,18395
Average Kilometres Travelled,2023,Diesel,Co. Kerry,Goods vehicles,All years,Kilometres,20819
Average Kilometres Travelled,2023,Diesel,Co. Kerry,Motor cycles,All years,Kilometres,3067
Average Kilometres Travelled,2023,Diesel,Co. Kerry,Tractors & Machinery,All years,Kilometres,15513
Average Kilometres Travelled,2023,Diesel,Co. Kerry,Small PSVs,All years,Kilometres,39027
Average Kilometres Travelled,2023,Diesel,Co. Kerry,Large PSVs,All years,Kilometres,30470
Average Kilometres Travelled,2023,Diesel,Co. Kerry,Exempt vehicles,All years,Kilometres,14392
Average Kilometres Travelled,2023,Diesel,Co. Kerry,Other vehicles,All years,Kilometres,4966
Average Kilometres Travelled,2023,Diesel,Co. Limerick,Private cars,All years,Kilometres,18627
Average Kilometres Travelled,2023,Diesel,Co. Limerick,Goods vehicles,All years,Kilometres,22854
Average Kilometres Travelled,2023,Diesel,Co. Limerick,Motor cycles,All years,Kilometres,3161
Average Kilometres Travelled,2023,Diesel,Co. Limerick,Tractors & Machinery,All years,Kilometres,15572
Average Kilometres Travelled,2023,Diesel,Co. Limerick,Small PSVs,All years,Kilometres,36986
Average Kilometres Travelled,2023,Diesel,Co. Limerick,Large PSVs,All years,Kilometres,31998
Average Kilometres Travelled,2023,Diesel,Co. Limerick,Exempt vehicles,All years,Kilometres,12788
Average Kilometres Travelled,2023,Diesel,Co. Limerick,Other vehicles,All years,Kilometres,5450
Average Kilometres Travelled,2023,Diesel,Co. Tipperary,Private cars,All years,Kilometres,19586
Average Kilometres Travelled,2023,Diesel,Co. Tipperary,Goods vehicles,All years,Kilometres,21296
Average Kilometres Travelled,2023,Diesel,Co. Tipperary,Motor cycles,All years,Kilometres,2933
Average Kilometres Travelled,2023,Diesel,Co. Tipperary,Tractors & Machinery,All years,Kilometres,15791
Average Kilometres Travelled,2023,Diesel,Co. Tipperary,Small PSVs,All years,Kilometres,35074
Average Kilometres Travelled,2023,Diesel,Co. Tipperary,Large PSVs,All years,Kilometres,28622
Average Kilometres Travelled,2023,Diesel,Co. Tipperary,Exempt vehicles,All years,Kilometres,15099
Average Kilometres Travelled,2023,Diesel,Co. Tipperary,Other vehicles,All years,Kilometres,6170
Average Kilometres Travelled,2023,Diesel,Co. Waterford,Private cars,All years,Kilometres,17982
Average Kilometres Travelled,2023,Diesel,Co. Waterford,Goods vehicles,All years,Kilometres,19933
Average Kilometres Travelled,2023,Diesel,Co. Waterford,Motor cycles,All years,Kilometres,3115
Average Kilometres Travelled,2023,Diesel,Co. Waterford,Tractors & Machinery,All years,Kilometres,15430
Average Kilometres Travelled,2023,Diesel,Co. Waterford,Small PSVs,All years,Kilometres,40558
Average Kilometres Travelled,2023,Diesel,Co. Waterford,Large PSVs,All years,Kilometres,26279
Average Kilometres Travelled,2023,Diesel,Co. Waterford,Exempt vehicles,All years,Kilometres,13530
Average Kilometres Travelled,2023,Diesel,Co. Waterford,Other vehicles,All years,Kilometres,6824
Average Kilometres Travelled,2023,Diesel,Co. Galway,Private cars,All years,Kilometres,18991
Average Kilometres Travelled,2023,Diesel,Co. Galway,Goods vehicles,All years,Kilometres,21620
Average Kilometres Travelled,2023,Diesel,Co. Galway,Motor cycles,All years,Kilometres,3083
Average Kilometres Travelled,2023,Diesel,Co. Galway,Tractors & Machinery,All years,Kilometres,15657
Average Kilometres Travelled,2023,Diesel,Co. Galway,Small PSVs,All years,Kilometres,40475
Average Kilometres Travelled,2023,Diesel,Co. Galway,Large PSVs,All years,Kilometres,35439
Average Kilometres Travelled,2023,Diesel,Co. Galway,Exempt vehicles,All years,Kilometres,19302
Average Kilometres Travelled,2023,Diesel,Co. Galway,Other vehicles,All years,Kilometres,6633
Average Kilometres Travelled,2023,Diesel,Co. Leitrim,Private cars,All years,Kilometres,19734
Average Kilometres Travelled,2023,Diesel,Co. Leitrim,Goods vehicles,All years,Kilometres,19879
Average Kilometres Travelled,2023,Diesel,Co. Leitrim,Motor cycles,All years,Kilometres,3260
Average Kilometres Travelled,2023,Diesel,Co. Leitrim,Tractors & Machinery,All years,Kilometres,15871
Average Kilometres Travelled,2023,Diesel,Co. Leitrim,Small PSVs,All years,Kilometres,42352
Average Kilometres Travelled,2023,Diesel,Co. Leitrim,Large PSVs,All years,Kilometres,21963
Average Kilometres Travelled,2023,Diesel,Co. Leitrim,Exempt vehicles,All years,Kilometres,15882
Average Kilometres Travelled,2023,Diesel,Co. Leitrim,Other vehicles,All years,Kilometres,4699
Average Kilometres Travelled,2023,Diesel,Co. Mayo,Private cars,All years,Kilometres,19080
Average Kilometres Travelled,2023,Diesel,Co. Mayo,Goods vehicles,All years,Kilometres,19983
Average Kilometres Travelled,2023,Diesel,Co. Mayo,Motor cycles,All years,Kilometres,0
Average Kilometres Travelled,2023,Diesel,Co. Mayo,Tractors & Machinery,All years,Kilometres,15524
Average Kilometres Travelled,2023,Diesel,Co. Mayo,Small PSVs,All years,Kilometres,37681
Average Kilometres Travelled,2023,Diesel,Co. Mayo,Large PSVs,All years,Kilometres,33185
Average Kilometres Travelled,2023,Diesel,Co. Mayo,Exempt vehicles,All years,Kilometres,14783
Average Kilometres Travelled,2023,Diesel,Co. Mayo,Other vehicles,All years,Kilometres,5869
Average Kilometres Travelled,2023,Diesel,Co. Roscommon,Private cars,All years,Kilometres,20474
Average Kilometres Travelled,2023,Diesel,Co. Roscommon,Goods vehicles,All years,Kilometres,20808
Average Kilometres Travelled,2023,Diesel,Co. Roscommon,Motor cycles,All years,Kilometres,2888
Average Kilometres Travelled,2023,Diesel,Co. Roscommon,Tractors & Machinery,All years,Kilometres,16039
Average Kilometres Travelled,2023,Diesel,Co. Roscommon,Small PSVs,All years,Kilometres,39324
Average Kilometres Travelled,2023,Diesel,Co. Roscommon,Large PSVs,All years,Kilometres,30653
Average Kilometres Travelled,2023,Diesel,Co. Roscommon,Exempt vehicles,All years,Kilometres,14413
Average Kilometres Travelled,2023,Diesel,Co. Roscommon,Other vehicles,All years,Kilometres,4791
Average Kilometres Travelled,2023,Diesel,Co. Sligo,Private cars,All years,Kilometres,18782
Average Kilometres Travelled,2023,Diesel,Co. Sligo,Goods vehicles,All years,Kilometres,19721
Average Kilometres Travelled,2023,Diesel,Co. Sligo,Motor cycles,All years,Kilometres,2648
Average Kilometres Travelled,2023,Diesel,Co. Sligo,Tractors & Machinery,All years,Kilometres,16049
Average Kilometres Travelled,2023,Diesel,Co. Sligo,Small PSVs,All years,Kilometres,39645
Average Kilometres Travelled,2023,Diesel,Co. Sligo,Large PSVs,All years,Kilometres,35793
Average Kilometres Travelled,2023,Diesel,Co. Sligo,Exempt vehicles,All years,Kilometres,14452
Average Kilometres Travelled,2023,Diesel,Co. Sligo,Other vehicles,All years,Kilometres,5901
Average Kilometres Travelled,2023,Diesel,Co. Cavan,Private cars,All years,Kilometres,19420
Average Kilometres Travelled,2023,Diesel,Co. Cavan,Goods vehicles,All years,Kilometres,21747
Average Kilometres Travelled,2023,Diesel,Co. Cavan,Motor cycles,All years,Kilometres,2947
Average Kilometres Travelled,2023,Diesel,Co. Cavan,Tractors & Machinery,All years,Kilometres,15295
Average Kilometres Travelled,2023,Diesel,Co. Cavan,Small PSVs,All years,Kilometres,38289
Average Kilometres Travelled,2023,Diesel,Co. Cavan,Large PSVs,All years,Kilometres,31086
Average Kilometres Travelled,2023,Diesel,Co. Cavan,Exempt vehicles,All years,Kilometres,15189
Average Kilometres Travelled,2023,Diesel,Co. Cavan,Other vehicles,All years,Kilometres,6585
Average Kilometres Travelled,2023,Diesel,Co. Donegal,Private cars,All years,Kilometres,18639
Average Kilometres Travelled,2023,Diesel,Co. Donegal,Goods vehicles,All years,Kilometres,19700
Average Kilometres Travelled,2023,Diesel,Co. Donegal,Motor cycles,All years,Kilometres,2601
Average Kilometres Travelled,2023,Diesel,Co. Donegal,Tractors & Machinery,All years,Kilometres,16770
Average Kilometres Travelled,2023,Diesel,Co. Donegal,Small PSVs,All years,Kilometres,42925
Average Kilometres Travelled,2023,Diesel,Co. Donegal,Large PSVs,All years,Kilometres,31605
Average Kilometres Travelled,2023,Diesel,Co. Donegal,Exempt vehicles,All years,Kilometres,13312
Average Kilometres Travelled,2023,Diesel,Co. Donegal,Other vehicles,All years,Kilometres,4854
Average Kilometres Travelled,2023,Diesel,Co. Monaghan,Private cars,All years,Kilometres,19052
Average Kilometres Travelled,2023,Diesel,Co. Monaghan,Goods vehicles,All years,Kilometres,24702
Average Kilometres Travelled,2023,Diesel,Co. Monaghan,Motor cycles,All years,Kilometres,0
Average Kilometres Travelled,2023,Diesel,Co. Monaghan,Tractors & Machinery,All years,Kilometres,16155
Average Kilometres Travelled,2023,Diesel,Co. Monaghan,Small PSVs,All years,Kilometres,39509
Average Kilometres Travelled,2023,Diesel,Co. Monaghan,Large PSVs,All years,Kilometres,36443
Average Kilometres Travelled,2023,Diesel,Co. Monaghan,Exempt vehicles,All years,Kilometres,12902
Average Kilometres Travelled,2023,Diesel,Co. Monaghan,Other vehicles,All years,Kilometres,5642
Average Kilometres Travelled,2023,Other fuel types,Co. Carlow,Private cars,All years,Kilometres,14130
Average Kilometres Travelled,2023,Other fuel types,Co. Carlow,Goods vehicles,All years,Kilometres,24386
Average Kilometres Travelled,2023,Other fuel types,Co. Carlow,Motor cycles,All years,Kilometres,3359
Average Kilometres Travelled,2023,Other fuel types,Co. Carlow,Tractors & Machinery,All years,Kilometres,0
Average Kilometres Travelled,2023,Other fuel types,Co. Carlow,Small PSVs,All years,Kilometres,45675
Average Kilometres Travelled,2023,Other fuel types,Co. Carlow,Large PSVs,All years,Kilometres,0
Average Kilometres Travelled,2023,Other fuel types,Co. Carlow,Exempt vehicles,All years,Kilometres,13359
Average Kilometres Travelled,2023,Other fuel types,Co. Carlow,Other vehicles,All years,Kilometres,3274
Average Kilometres Travelled,2023,Other fuel types,Co. Dublin,Private cars,All years,Kilometres,13334
Average Kilometres Travelled,2023,Other fuel types,Co. Dublin,Goods vehicles,All years,Kilometres,14781
Average Kilometres Travelled,2023,Other fuel types,Co. Dublin,Motor cycles,All years,Kilometres,3170
Average Kilometres Travelled,2023,Other fuel types,Co. Dublin,Tractors & Machinery,All years,Kilometres,9622
Average Kilometres Travelled,2023,Other fuel types,Co. Dublin,Small PSVs,All years,Kilometres,40983
Average Kilometres Travelled,2023,Other fuel types,Co. Dublin,Large PSVs,All years,Kilometres,51951
Average Kilometres Travelled,2023,Other fuel types,Co. Dublin,Exempt vehicles,All years,Kilometres,12362
Average Kilometres Travelled,2023,Other fuel types,Co. Dublin,Other vehicles,All years,Kilometres,7221
Average Kilometres Travelled,2023,Other fuel types,Co. Kildare,Private cars,All years,Kilometres,14081
Average Kilometres Travelled,2023,Other fuel types,Co. Kildare,Goods vehicles,All years,Kilometres,27120
Average Kilometres Travelled,2023,Other fuel types,Co. Kildare,Motor cycles,All years,Kilometres,3037
Average Kilometres Travelled,2023,Other fuel types,Co. Kildare,Tractors & Machinery,All years,Kilometres,8307
Average Kilometres Travelled,2023,Other fuel types,Co. Kildare,Small PSVs,All years,Kilometres,45412
Average Kilometres Travelled,2023,Other fuel types,Co. Kildare,Large PSVs,All years,Kilometres,0
Average Kilometres Travelled,2023,Other fuel types,Co. Kildare,Exempt vehicles,All years,Kilometres,15193
Average Kilometres Travelled,2023,Other fuel types,Co. Kildare,Other vehicles,All years,Kilometres,17017
Average Kilometres Travelled,2023,Other fuel types,Co. Kilkenny,Private cars,All years,Kilometres,14206
Average Kilometres Travelled,2023,Other fuel types,Co. Kilkenny,Goods vehicles,All years,Kilometres,16861
Average Kilometres Travelled,2023,Other fuel types,Co. Kilkenny,Motor cycles,All years,Kilometres,2423
Average Kilometres Travelled,2023,Other fuel types,Co. Kilkenny,Tractors & Machinery,All years,Kilometres,14163
Average Kilometres Travelled,2023,Other fuel types,Co. Kilkenny,Small PSVs,All years,Kilometres,44264
Average Kilometres Travelled,2023,Other fuel types,Co. Kilkenny,Large PSVs,All years,Kilometres,0
Average Kilometres Travelled,2023,Other fuel types,Co. Kilkenny,Exempt vehicles,All years,Kilometres,13423
Average Kilometres Travelled,2023,Other fuel types,Co. Kilkenny,Other vehicles,All years,Kilometres,3167
Average Kilometres Travelled,2023,Other fuel types,Co. Laois,Private cars,All years,Kilometres,14606
Average Kilometres Travelled,2023,Other fuel types,Co. Laois,Goods vehicles,All years,Kilometres,19306
Average Kilometres Travelled,2023,Other fuel types,Co. Laois,Motor cycles,All years,Kilometres,3069
Average Kilometres Travelled,2023,Other fuel types,Co. Laois,Tractors & Machinery,All years,Kilometres,0
Average Kilometres Travelled,2023,Other fuel types,Co. Laois,Small PSVs,All years,Kilometres,43146
Average Kilometres Travelled,2023,Other fuel types,Co. Laois,Large PSVs,All years,Kilometres,0
Average Kilometres Travelled,2023,Other fuel types,Co. Laois,Exempt vehicles,All years,Kilometres,16228
Average Kilometres Travelled,2023,Other fuel types,Co. Laois,Other vehicles,All years,Kilometres,9217
Average Kilometres Travelled,2023,Other fuel types,Co. Longford,Private cars,All years,Kilometres,14485
Average Kilometres Travelled,2023,Other fuel types,Co. Longford,Goods vehicles,All years,Kilometres,25087
Average Kilometres Travelled,2023,Other fuel types,Co. Longford,Motor cycles,All years,Kilometres,3146
Average Kilometres Travelled,2023,Other fuel types,Co. Longford,Tractors & Machinery,All years,Kilometres,0
Average Kilometres Travelled,2023,Other fuel types,Co. Longford,Small PSVs,All years,Kilometres,46685
Average Kilometres Travelled,2023,Other fuel types,Co. Longford,Large PSVs,All years,Kilometres,0
Average Kilometres Travelled,2023,Other fuel types,Co. Longford,Exempt vehicles,All years,Kilometres,17238
Average Kilometres Travelled,2023,Other fuel types,Co. Longford,Other vehicles,All years,Kilometres,3238
Average Kilometres Travelled,2023,Other fuel types,Co. Louth,Private cars,All years,Kilometres,14174
Average Kilometres Travelled,2023,Other fuel types,Co. Louth,Goods vehicles,All years,Kilometres,20481
Average Kilometres Travelled,2023,Other fuel types,Co. Louth,Motor cycles,All years,Kilometres,3266
Average Kilometres Travelled,2023,Other fuel types,Co. Louth,Tractors & Machinery,All years,Kilometres,0
Average Kilometres Travelled,2023,Other fuel types,Co. Louth,Small PSVs,All years,Kilometres,39147
Average Kilometres Travelled,2023,Other fuel types,Co. Louth,Large PSVs,All years,Kilometres,0
Average Kilometres Travelled,2023,Other fuel types,Co. Louth,Exempt vehicles,All years,Kilometres,12872
Average Kilometres Travelled,2023,Other fuel types,Co. Louth,Other vehicles,All years,Kilometres,25760
Average Kilometres Travelled,2023,Other fuel types,Co. Meath,Private cars,All years,Kilometres,14223
Average Kilometres Travelled,2023,Other fuel types,Co. Meath,Goods vehicles,All years,Kilometres,24032
Average Kilometres Travelled,2023,Other fuel types,Co. Meath,Motor cycles,All years,Kilometres,3215
Average Kilometres Travelled,2023,Other fuel types,Co. Meath,Tractors & Machinery,All years,Kilometres,0
Average Kilometres Travelled,2023,Other fuel types,Co. Meath,Small PSVs,All years,Kilometres,43980
Average Kilometres Travelled,2023,Other fuel types,Co. Meath,Large PSVs,All years,Kilometres,0
Average Kilometres Travelled,2023,Other fuel types,Co. Meath,Exempt vehicles,All years,Kilometres,13328
Average Kilometres Travelled,2023,Other fuel types,Co. Meath,Other vehicles,All years,Kilometres,6731
Average Kilometres Travelled,2023,Other fuel types,Co. Offaly,Private cars,All years,Kilometres,14542
Average Kilometres Travelled,2023,Other fuel types,Co. Offaly,Goods vehicles,All years,Kilometres,20888
Average Kilometres Travelled,2023,Other fuel types,Co. Offaly,Motor cycles,All years,Kilometres,3044
Average Kilometres Travelled,2023,Other fuel types,Co. Offaly,Tractors & Machinery,All years,Kilometres,0
Average Kilometres Travelled,2023,Other fuel types,Co. Offaly,Small PSVs,All years,Kilometres,43834
Average Kilometres Travelled,2023,Other fuel types,Co. Offaly,Large PSVs,All years,Kilometres,0
Average Kilometres Travelled,2023,Other fuel types,Co. Offaly,Exempt vehicles,All years,Kilometres,16280
Average Kilometres Travelled,2023,Other fuel types,Co. Offaly,Other vehicles,All years,Kilometres,3281
Average Kilometres Travelled,2023,Other fuel types,Co. Westmeath,Private cars,All years,Kilometres,14262
Average Kilometres Travelled,2023,Other fuel types,Co. Westmeath,Goods vehicles,All years,Kilometres,21562
Average Kilometres Travelled,2023,Other fuel types,Co. Westmeath,Motor cycles,All years,Kilometres,2864
Average Kilometres Travelled,2023,Other fuel types,Co. Westmeath,Tractors & Machinery,All years,Kilometres,0
Average Kilometres Travelled,2023,Other fuel types,Co. Westmeath,Small PSVs,All years,Kilometres,44769
Average Kilometres Travelled,2023,Other fuel types,Co. Westmeath,Large PSVs,All years,Kilometres,39820
Average Kilometres Travelled,2023,Other fuel types,Co. Westmeath,Exempt vehicles,All years,Kilometres,14748
Average Kilometres Travelled,2023,Other fuel types,Co. Westmeath,Other vehicles,All years,Kilometres,6454
Average Kilometres Travelled,2023,Other fuel types,Co. Wexford,Private cars,All years,Kilometres,14199
